sample_id,location,land_use,elevation_m_paper,biome,env_feature,soil_type_wrb,longitude,latitude,precip_mm_paper,mat_c_paper,toc_stock_t_ha,tn_stock_t_ha,season,tc,toc,tic,loi,tn,bd,sm_grav,sm_vol,ph_sn,ph_su,ec,sampling_dt,era5_precip_mm,era5_mat_c,era5_elevation_m,climate_is_fallback,precip_mm,mat_c,elevation_m,doy,is_september,cn_ratio,carbonate_frac
29,konyrat settlement,barren land,417.689,temperate desert,desert,arenosol+solonetz,74.9498590082,46.9383720215,177.61391304347822,6.599130434782608,15.835299999999998,1.7998499999999997,sep,7.706666666666666,6.246666666666666,1.46,9.470863031628856,0.72,1.8404327890297805,3.24,0.05466240433554502,7.706666666666666,7.913333333333334,180.63333333333335,2015-09-24 13:55:00,147.67999999999998,7.3664446066800515,418.0,0,147.67999999999998,7.3664446066800515,418.0,267,1,8.675925925925926,0.18944636678200694
30,bektau ata mountains,grass cover,597.409,temperate desert,temperate desert,arenosol+solonetz,74.7245790157,47.354803998,197.0052173913044,4.922608695652166,14.666100000000002,1.8675,may,10.03,7.234999999999999,2.795,15.95707555252746,0.7250000000000001,1.6054874198393638,5.559563538860949,0.0921154288368018,6.96,7.3133333333333335,422.5,2015-05-29 09:30:00,186.38333333333333,6.005466325971892,600.0,0,186.38333333333333,6.005466325971892,600.0,149,0,9.979310344827585,0.27866400797607177
30,bektau ata mountains,grass cover,597.409,temperate desert,temperate desert,arenosol+solonetz,74.7245790157,47.354803998,197.0052173913044,4.922608695652166,14.666100000000002,1.8675,sep,8.27,5.890000000000001,2.379999999999999,5.995843842919159,0.775,1.708277368953922,9.68,0.1604169741423646,7.68,7.993333333333333,264.09999999999997,2015-09-24 14:40:00,186.38333333333333,6.005466325971892,600.0,0,186.38333333333333,6.005466325971892,600.0,267,1,7.6000000000000005,0.28778718258766617
31,eski karabulak,grass cover,614.742,temperate grassland,steppe soil,arenosol,74.325937964,47.6743130106,208.15304347826086,4.2858695652173875,18.316200000000002,2.382975,may,7.095,5.93,1.165,14.943155530946797,0.9800000000000001,1.73241940132011,3.754477704438333,0.06685953787866315,6.653333333333333,6.986666666666667,97.12,2015-05-29 10:10:00,210.00666666666663,5.342453002372696,617.0,0,210.00666666666663,5.342453002372696,617.0,149,0,6.051020408163264,0.164200140944327
31,eski karabulak,grass cover,614.742,temperate grassland,steppe soil,arenosol,74.325937964,47.6743130106,208.15304347826086,4.2858695652173875,18.316200000000002,2.382975,sep,7.31,6.859999999999999,0.4500000000000002,10.940758479512306,0.805,1.8291698913084307,5.26,0.0937343860371578,7.5200000000000005,7.713333333333334,172.0666666666667,2015-09-24 15:30:00,210.00666666666663,5.342453002372696,617.0,0,210.00666666666663,5.342453002372696,617.0,267,1,8.521739130434781,0.061559507523939835
32,zharylgap batyr,grass cover,724.869,temperate grassland,steppe soil,arenosol,73.9135779999,48.0380669888,247.05478260869563,2.886231884057971,24.657549999999997,2.5363124999999997,may,8.695,8.43,0.26500000000000057,16.42833074537702,0.87,1.4661090146169633,6.018652909169016,0.10032931881235115,6.359999999999999,6.876666666666666,129.3,2015-05-29 11:00:00,243.95666666666665,4.26858003285271,727.0,0,243.95666666666665,4.26858003285271,727.0,149,0,9.689655172413794,0.030477285796434796
32,zharylgap batyr,grass cover,724.869,temperate grassland,steppe soil,arenosol,73.9135779999,48.0380669888,247.05478260869563,2.886231884057971,24.657549999999997,2.5363124999999997,sep,9.913333333333332,9.843333333333334,0.06999999999999851,14.61771108342531,1.155,1.8678369855702597,6.28,0.10468809147445492,6.8566666666666665,6.623333333333334,229.5,2015-09-24 16:22:00,243.95666666666665,4.26858003285271,727.0,0,243.95666666666665,4.26858003285271,727.0,267,1,8.522366522366523,0.0070611970410220425
33,batystau village,shrub cover,817.191,temperate grassland,steppe soil,calcisol+solonetz,73.7274639588,48.4393970389,247.05478260869563,2.886231884057971,29.743200000000005,3.3277500000000004,may,12.75,11.76,0.9900000000000002,24.445792610014816,1.33,1.388447987492246,9.841039773230788,0.15094503736046358,6.37,6.196666666666666,174.03333333333333,2015-05-29 11:50:00,334.4566666666667,3.552546085052017,822.0,0,334.4566666666667,3.552546085052017,822.0,149,0,8.842105263157894,0.07764705882352943
33,batystau village,shrub cover,817.191,temperate grassland,steppe soil,calcisol+solonetz,73.7274639588,48.4393970389,247.05478260869563,2.886231884057971,29.743200000000005,3.3277500000000004,sep,13.41,12.96,0.47,19.763080438838536,1.57,1.679216414402838,10.5,0.16103814406900271,7.3933333333333335,6.763333333333333,240.26666666666665,2015-09-24 17:10:00,334.4566666666667,3.552546085052017,822.0,0,334.4566666666667,3.552546085052017,822.0,267,1,8.254777070063694,0.035048471290082026
34,aksu-ayuly village,shrub cover,729.876,temperate grassland,steppe soil,calcisol+solonetz,73.6725950148,48.8766289596,267.6408695652174,2.415507246376811,22.705799999999996,2.71215,may,13.435,12.59,0.8450000000000006,26.914409101432376,1.2149999999999999,1.3797013978136352,10.409000141971735,0.1708953519714959,6.493333333333333,6.8066666666666675,153.46666666666667,2015-05-29 13:15:00,346.94,3.413250593173937,734.0,0,346.94,3.413250593173937,734.0,149,0,10.362139917695474,0.06289542240416826
34,aksu-ayuly village,shrub cover,729.876,temperate grassland,steppe soil,calcisol+solonetz,73.6725950148,48.8766289596,267.6408695652174,2.415507246376811,22.705799999999996,2.71215,sep,9.32,9.23,0.06,43.19782495267107,0.99,1.9039060636080614,10.49,0.17220331789881896,7.086666666666666,6.906666666666666,239.6,2015-09-24 17:50:00,346.94,3.413250593173937,734.0,0,346.94,3.413250593173937,734.0,267,1,9.323232323232324,0.006437768240343348
35,kyzylkoy village,grass cover,659.52,temperate grassland,steppe soil,calcisol+solonetz,73.4302000143,49.2811479885,292.7008695652174,2.5162318840579734,30.038400000000003,2.8999125,may,12.265,12.085,0.17999999999999972,29.05792607225772,1.145,1.7129259309097442,14.353703454512777,0.21373372962822743,6.326666666666667,6.446666666666666,145.26666666666668,2015-05-29 14:00:00,370.02333333333337,3.614135791202774,661.0,0,370.02333333333337,3.614135791202774,661.0,149,0,10.55458515283843,0.014675907052588644
35,kyzylkoy village,grass cover,659.52,temperate grassland,steppe soil,calcisol+solonetz,73.4302000143,49.2811479885,292.7008695652174,2.5162318840579734,30.038400000000003,2.8999125,sep,14.31,13.44,0.43,11.517429795708379,1.4500000000000002,1.2651727824742602,18.99,0.2828099415780597,6.56,6.3,195.1,2015-09-24 18:36:00,370.02333333333337,3.614135791202774,661.0,0,370.02333333333337,3.614135791202774,661.0,267,1,9.268965517241378,0.03004891684136967
36,near karaganda city,grass cover,563.0,temperate grassland,steppe soil,kastanozem,73.0359840207,49.9588400312,309.1669565217391,2.9454347826086917,41.16165000000001,3.4780875000000004,may,20.815,19.636666666666667,1.1783333333333346,46.75076625369354,1.48,1.3896367690877454,13.147701932015915,0.1802202392303518,6.783333333333334,7.316666666666666,263.3333333333333,2015-05-29 16:25:00,356.72333333333336,3.486074101113342,563.0,0,356.72333333333336,3.486074101113342,563.0,149,0,13.268018018018019,0.05660981663864206
36,near karaganda city,grass cover,563.0,temperate grassland,steppe soil,kastanozem,73.0359840207,49.9588400312,309.1669565217391,2.9454347826086917,41.16165000000001,3.4780875000000004,sep,21.48,20.03,1.4499999999999993,40.78341239505589,1.905,1.3518345633335016,12.62,0.17292839290697345,7.483333333333333,7.263333333333333,573.4666666666667,2015-09-25 10:45:00,356.72333333333336,3.486074101113342,563.0,0,356.72333333333336,3.486074101113342,563.0,268,1,10.514435695538058,0.06750465549348228
37,oshgandy village,crop cover,555.023,temperate grassland,steppe soil,kastanozem,72.7697229758,50.2963719796,314.7434782608696,2.6939855072463756,34.301625,3.4738124999999997,may,26.725,25.85,0.875,54.86302023624442,2.635,0.9999551503735142,25.376481315409382,0.24548450929947113,7.010000000000001,7.443333333333334,339.03333333333336,2015-05-29 17:20:00,377.5033333333333,3.4305803978828258,551.0,0,377.5033333333333,3.4305803978828258,551.0,149,0,9.81024667931689,0.032740879326473335
37,oshgandy village,crop cover,555.023,temperate grassland,steppe soil,kastanozem,72.7697229758,50.2963719796,314.7434782608696,2.6939855072463756,34.301625,3.4738124999999997,sep,26.424999999999997,23.575,2.849999999999998,32.37437089737925,2.1399999999999997,0.9347851818054089,13.46,0.13022584428147105,7.19,7.4366666666666665,395.9666666666667,2015-09-25 11:50:00,377.5033333333333,3.4305803978828258,551.0,0,377.5033333333333,3.4305803978828258,551.0,268,1,11.016355140186917,0.10785241248817401
38,anar village,crop cover,445.994,temperate grassland,steppe soil,kastanozem,72.4297229759,50.6459890399,322.3095652173913,2.394710144927537,36.48375,3.8925,may,20.314999999999998,19.349999999999998,0.9649999999999999,37.78980932133321,1.4900000000000002,1.5508528667326948,13.841507403739167,0.20693546827900797,6.5200000000000005,6.8066666666666675,261.43333333333334,2015-05-29 18:25:00,366.5066666666667,3.813122832633692,444.0,0,366.5066666666667,3.813122832633692,444.0,149,0,12.98657718120805,0.04750184592665518
38,anar village,crop cover,445.994,temperate grassland,steppe soil,kastanozem,72.4297229759,50.6459890399,322.3095652173913,2.394710144927537,36.48375,3.8925,sep,17.775,16.215,1.5599999999999987,25.918026698703052,1.9699999999999998,1.4392184065595182,9.82,0.1468634518281802,6.486666666666667,6.513333333333333,339.43333333333334,2015-09-25 13:40:00,366.5066666666667,3.813122832633692,444.0,0,366.5066666666667,3.813122832633692,444.0,268,1,8.230964467005077,0.08776371308016871
39,30 km to astana city,grass cover,389.0,temperate shrubland,planted shrubland,kastanozem,71.9463800266,50.9737079591,311.0017391304347,2.7411594202898537,39.483000000000004,3.8758500000000002,may,28.939999999999998,18.66,10.279999999999998,45.874986763079484,2.0650000000000004,1.2362992466439102,22.731297084755607,0.27255527913220107,6.94666666666667,7.633333333333333,322.8666666666666,2015-05-29 19:20:00,382.0833333333333,3.825953641175397,389.0,0,382.0833333333333,3.825953641175397,389.0,149,0,9.036319612590797,0.3552176917760884
39,30 km to astana city,grass cover,389.0,temperate shrubland,planted shrubland,kastanozem,71.9463800266,50.9737079591,311.0017391304347,2.7411594202898537,39.483000000000004,3.8758500000000002,sep,30.535,21.935000000000002,8.599999999999998,16.10244008985194,2.2415000000000003,1.1617625791566162,23.13,0.27737599250976386,7.16,7.6933333333333325,408.43333333333334,2015-09-25 14:35:00,382.0833333333333,3.825953641175397,389.0,0,382.0833333333333,3.825953641175397,389.0,268,1,9.785857684586215,0.2816440150646798
40,near astana city,grass cover,363.714,temperate grassland,steppe soil,kastanozem,71.6382310074,51.1242069583,319.61391304347825,2.6685507246376794,41.801249999999996,3.0405750000000005,may,9.635000000000002,8.025,1.6100000000000012,69.31303374390575,0.7849999999999999,1.6833080507826201,12.32770568840521,0.174727498352694,6.746666666666667,7.126666666666668,184.4333333333333,2015-05-29 20:00:00,363.8733333333333,3.981118817302427,362.0,0,363.8733333333333,3.981118817302427,362.0,149,0,10.222929936305734,0.16709911779968872
40,near astana city,grass cover,363.714,temperate grassland,steppe soil,kastanozem,71.6382310074,51.1242069583,319.61391304347825,2.6685507246376794,41.801249999999996,3.0405750000000005,sep,21.1,19.625,1.4750000000000014,20.057928283608753,2.0700000000000003,1.1514043053485619,8.01,0.11346515337149413,6.933333333333334,7.34,524.5,2015-09-25 15:20:00,363.8733333333333,3.981118817302427,362.0,0,363.8733333333333,3.981118817302427,362.0,268,1,9.480676328502414,0.06990521327014225
